,carrier,distance,travel_time,segment,betweenness,shape
1024,All Nippon Airways Co.,5765,0,"('NRT', 'PHX')",0.000594206228288974,"[[140.386001587, 35.7647018433], [-112.012001038, 33.434299469]]"
1025,Norwegian Air Shuttle ASA,5477,0,"('OAK', 'CPH')",0.00013535088072862673,"[[-122.221000671, 37.7212982178], [12.6560001373, 55.6179008484]]"
1026,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),1772,0,"('OAK', 'MLM')",0.00018980964673017968,"[[-122.221000671, 37.7212982178], [-101.025001526, 19.849899292]]"
1027,Western Global,5168,519,"('OKO', 'SUU')",0.0004503103178021599,"[[139.348007202, 35.748500824], [-121.927001953, 38.2626991272]]"
1028,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),1334,0,"('ONT', 'BJX')",0.00018935065617161362,"[[-117.600997925, 34.0559997559], [-101.481002808, 20.9934997559]]"
1029,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),1278,0,"('ONT', 'GDL')",0.0002284488556708296,"[[-117.600997925, 34.0559997559], [-103.310997009, 20.5217990875]]"
1030,"Global Jet Luxembourg, Sa",4284,0,"('ONT', 'KEF')",0.00030519180362818544,"[[-117.600997925, 34.0559997559], [-22.6056003571, 63.9850006104]]"
1031,Air Alsie A/S,2131,0,"('ONT', 'YYZ')",0.0009060058035127981,"[[-117.600997925, 34.0559997559], [-79.6305999756, 43.6772003174]]"
1032,Aeromexico,1874,0,"('ORD', 'ACA')",0.0005779741125898435,"[[-87.90480042, 41.97859955], [-99.7539978027, 16.7570991516]]"
1033,Ethiopian Airlines,7577,0,"('ORD', 'ADD')",0.0005973256287022223,"[[-87.90480042, 41.97859955], [38.7993011475, 8.97789001465]]"
1034,Alia-(The) Royal Jordanian,6236,0,"('ORD', 'AMM')",0.0008281256990282992,"[[-87.90480042, 41.97859955], [35.9931983948, 31.7226009369]]"
1035,Scandinavian Airlines Sys.,4272,0,"('ORD', 'ARN')",0.0004427755246742665,"[[-87.90480042, 41.97859955], [17.9186000824, 59.6519012451]]"
1036,United Air Lines Inc.,2298,3884,"('ORD', 'AUA')",0.000817761465075902,"[[-87.90480042, 41.97859955], [-70.0151977539, 12.5013999939]]"
1037,Etihad Airways,7275,0,"('ORD', 'AUH')",0.0004915821153509956,"[[-87.90480042, 41.97859955], [54.6511001587, 24.4330005646]]"
1038,Svenskt Industriflyg AB,3657,0,"('ORD', 'BHD')",0.0023894862604540022,"[[-87.90480042, 41.97859955], [-5.87249994278, 54.6180992126]]"
1039,Aeromexico,1648,0,"('ORD', 'BJX')",0.0006594174555375361,"[[-87.90480042, 41.97859955], [-101.481002808, 20.9934997559]]"
1040,Polskie Linie Lotnicze,4840,0,"('ORD', 'BUD')",0.0007694725314567209,"[[-87.90480042, 41.97859955], [19.2555999756, 47.4369010925]]"
1041,United Air Lines Inc.,1683,1008,"('ORD', 'BZE')",0.000437320896628482,"[[-87.90480042, 41.97859955], [-88.3081970215, 17.539100647]]"
1042,Cargolux Airlines International S.A,6990,0,"('ORD', 'CGO')",0.001779110430788092,"[[-87.90480042, 41.97859955], [113.841003418, 34.5196990967]]"
1043,Scandinavian Airlines Sys.,4271,0,"('ORD', 'CPH')",0.0003972832424288857,"[[-87.90480042, 41.97859955], [12.6560001373, 55.6179008484]]"
1044,Nippon Cargo Airlines,5835,0,"('ORD', 'CTS')",0.001204594686095053,"[[-87.90480042, 41.97859955], [141.692001343, 42.7751998901]]"
1045,American Airlines Inc.,1479,1049,"('ORD', 'CZM')",0.00036076884571099714,"[[-87.90480042, 41.97859955], [-86.9255981445, 20.5223999023]]"
1046,National Aviation Company of India Limited d/b/a Air India,7484,0,"('ORD', 'DEL')",0.0007582882695395077,"[[-87.90480042, 41.97859955], [77.1031036377, 28.5664997101]]"
1047,Qatar Airways (Q.C.S.C),7132,0,"('ORD', 'DOH')",0.0003533453869784813,"[[-87.90480042, 41.97859955], [51.608056, 25.273056]]"
1048,Atlas Air Inc.,3870,448,"('ORD', 'DSA')",0.0018305314115822768,"[[-87.90480042, 41.97859955], [-1.01065635681, 53.4805378105]]"
1049,Emirates,7247,0,"('ORD', 'DXB')",0.00034028787093711024,"[[-87.90480042, 41.97859955], [55.3643989563, 25.2527999878]]"
1050,United Air Lines Inc.,1609,1555,"('ORD', 'GCM')",0.0006045372499208723,"[[-87.90480042, 41.97859955], [-81.3576965332, 19.2928009033]]"
1051,Aeromexico,1730,0,"('ORD', 'GDL')",0.0007589959955515735,"[[-87.90480042, 41.97859955], [-103.310997009, 20.5217990875]]"
1052,United Air Lines Inc.,5293,690,"('ORD', 'GIG')",0.00039636558184057743,"[[-87.90480042, 41.97859955], [-43.2505569458, -22.8099994659]]"
1053,United Air Lines Inc.,5222,19086,"('ORD', 'GRU')",0.00035576079655574345,"[[-87.90480042, 41.97859955], [-46.4730567932, -23.4355564117]]"
1054,American Airlines Inc.,1893,1306,"('ORD', 'GUA')",0.0006922494052227652,"[[-87.90480042, 41.97859955], [-90.5274963379, 14.5832996368]]"
1055,Silk Way West Airlines,6178,0,"('ORD', 'GYD')",0.0007407993372965608,"[[-87.90480042, 41.97859955], [50.0466995239, 40.4674987793]]"
1056,Finnair Oy,4436,0,"('ORD', 'HEL')",0.0005722144607554806,"[[-87.90480042, 41.97859955], [24.963300705, 60.317199707]]"
1057,Atlas Air Inc.,7145,1937,"('ORD', 'HGH')",0.0010271369787345926,"[[-87.90480042, 41.97859955], [120.433998108, 30.2294998169]]"
1058,Nippon Cargo Airlines,4299,0,"('ORD', 'HHN')",0.0008174484715485511,"[[-87.90480042, 41.97859955], [7.26388978958, 49.9486999512]]"
1059,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),1872,0,"('ORD', 'HUX')",0.0006378185355424658,"[[-87.90480042, 41.97859955], [-96.2626037598, 15.7753000259]]"
1060,WOW Air ehf,2944,0,"('ORD', 'KEF')",0.0008749890091039145,"[[-87.90480042, 41.97859955], [-22.6056003571, 63.9850006104]]"
1061,Polskie Linie Lotnicze,4740,0,"('ORD', 'KRK')",0.0023894862604540022,"[[-87.90480042, 41.97859955], [19.7847995758, 50.0777015686]]"
1062,AirBridgeCargo Airlines Limited,4205,0,"('ORD', 'LGG')",0.000875833844076833,"[[-87.90480042, 41.97859955], [5.44322013855, 50.6374015808]]"
1063,Norwegian Air UK Limited,3974,0,"('ORD', 'LGW')",0.0004571167633171992,"[[-87.90480042, 41.97859955], [-0.190277993679, 51.1481018066]]"
1064,United Air Lines Inc.,2166,3670,"('ORD', 'LIR')",0.0008437322369269151,"[[-87.90480042, 41.97859955], [-85.5444030762, 10.5932998657]]"
1065,VistaJet Limited,3944,0,"('ORD', 'LTN')",0.0007508684303488454,"[[-87.90480042, 41.97859955], [0.0, 0.0]]"
1066,Cargolux Airlines International S.A,4271,0,"('ORD', 'LUX')",0.0004139190688704592,"[[-87.90480042, 41.97859955], [6.21152019501, 49.6265983582]]"
1067,Iberia Air Lines Of Spain,4202,0,"('ORD', 'MAD')",0.00042955015095475353,"[[-87.90480042, 41.97859955], [-3.56676, 40.4936]]"
1068,American Airlines Inc.,3826,10674,"('ORD', 'MAN')",0.0004547619028069865,"[[-87.90480042, 41.97859955], [-116.5230556, 43.5813333]]"
1069,United Air Lines Inc.,1721,8148,"('ORD', 'MBJ')",0.0009560126307565601,"[[-87.90480042, 41.97859955], [-77.9133987427, 18.5037002563]]"
1070,United Air Lines Inc.,1685,13612,"('ORD', 'MEX')",0.0007087089603609812,"[[-87.90480042, 41.97859955], [-99.0720977783, 19.4363002777]]"
1071,United Air Lines Inc.,4530,15937,"('ORD', 'MUC')",0.0004738539080547653,"[[-87.90480042, 41.97859955], [11.69029999, 48.137798309]]"
1072,AirBridgeCargo Airlines Limited,5658,0,"('ORD', 'MVD')",0.0005143394259780817,"[[-87.90480042, 41.97859955], [-56.0307998657, -34.8384017944]]"
1073,United Air Lines Inc.,1311,6024,"('ORD', 'NAS')",0.0014203901908559308,"[[-87.90480042, 41.97859955], [-77.4662017822, 25.0389995575]]"
1074,Western Global,4053,473,"('ORD', 'OSL')",0.000794635174324231,"[[-87.90480042, 41.97859955], [11.100399971, 60.193901062]]"
1075,Compagnie Natl Air France,3681,0,"('ORD', 'PIK')",0.0008064752185887229,"[[-87.90480042, 41.97859955], [-4.58666992188, 55.5093994141]]"
1076,United Air Lines Inc.,1837,328,"('ORD', 'POP')",0.000538128688597918,"[[-87.90480042, 41.97859955], [-70.5699996948, 19.757900238]]"
1077,Atlas Air Inc.,2957,381,"('ORD', 'UIO')",0.0004219514464375434,"[[-87.90480042, 41.97859955], [-78.3575, -0.129166666667]]"
1078,Nippon Cargo Airlines,1419,0,"('ORD', 'YEG')",0.0010817211427446892,"[[-87.90480042, 41.97859955], [-113.580001831, 53.3097000122]]"
1079,Korean Air Lines Co. Ltd.,1239,0,"('ORD', 'YHZ')",0.0008374901659723218,"[[-87.90480042, 41.97859955], [-63.5085983276, 44.8807983398]]"
1080,Jazz Aviation LP,990,0,"('ORD', 'YQR')",0.0006602579586274093,"[[-87.90480042, 41.97859955], [-104.666000366, 50.4319000244]]"
1081,SkyWest Airlines Inc.,708,11635,"('ORD', 'YWG')",0.0007660736770202546,"[[-87.90480042, 41.97859955], [-97.2398986816, 49.9099998474]]"
1082,Miami Air International,726,115,"('ORF', 'BDA')",0.00022205845452527153,"[[-76.2012023926, 36.8945999146], [-64.6787033081, 32.3639984131]]"
1083,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,792,124,"('ORF', 'BIM')",0.00016921914903276654,"[[-76.2012023926, 36.8945999146], [-79.2647018433, 25.6998996735]]"
1084,VistaJet Limited,3115,0,"('ORK', 'TEB')",0.0011592328434357085,"[[-8.49110984802, 51.8413009644], [-74.060798645, 40.8501014709]]"
1085,Norwegian Air Shuttle ASA,5135,0,"('OSL', 'LAS')",0.0004249567141182661,"[[11.100399971, 60.193901062], [-115.1520004, 36.08010101]]"
1086,Norwegian Air Shuttle ASA,5186,0,"('OSL', 'OAK')",0.00025155713306512697,"[[11.100399971, 60.193901062], [-122.221000671, 37.7212982178]]"
1087,Norwegian Air Shuttle ASA,3651,0,"('OSL', 'SWF')",0.00032201756683859404,"[[11.100399971, 60.193901062], [-74.1047973633, 41.5041007996]]"
1088,Delta Air Lines Inc.,1181,200,"('PAP', 'AGS')",0.000230102016379152,"[[-72.2925033569, 18.5799999237], [-81.9645004272, 33.3698997498]]"
1089,JetBlue Airways,1640,2744,"('PAP', 'BOS')",0.0003555513345312798,"[[-72.2925033569, 18.5799999237], [-71.00520325, 42.36429977]]"
1090,Delta Air Lines Inc.,1097,235,"('PAP', 'CHS')",0.00024081213385955278,"[[-72.2925033569, 18.5799999237], [-80.04049683, 32.89860153]]"
1091,JetBlue Airways,720,9224,"('PAP', 'FLL')",0.0004626500901905918,"[[-72.2925033569, 18.5799999237], [-80.1527023315, 26.072599411]]"
1092,JetBlue Airways,1437,256,"('PAP', 'IAD')",0.0004583310613630737,"[[-72.2925033569, 18.5799999237], [-77.45580292, 38.94449997]]"
1093,Delta Air Lines Inc.,1010,211,"('PAP', 'JAX')",0.0001984032967444688,"[[-72.2925033569, 18.5799999237], [-81.6878967285, 30.4941005707]]"
1094,JetBlue Airways,886,4334,"('PAP', 'MCO')",0.0003204674401986828,"[[-72.2925033569, 18.5799999237], [-81.3089981079, 28.4293994904]]"
1095,American Airlines Inc.,713,12544,"('PAP', 'MIA')",0.0007159478183238827,"[[-72.2925033569, 18.5799999237], [-80.2906036377, 25.7931995392]]"
1096,American Airlines Inc.,1477,273,"('PAP', 'PHL')",0.00020863633734372758,"[[-72.2925033569, 18.5799999237], [-75.2410964966, 39.8718986511]]"
1097,Delta Air Lines Inc.,1085,240,"('PAP', 'SAV')",0.00013084566769727135,"[[-72.2925033569, 18.5799999237], [-81.20210266, 32.12760162]]"
1098,ABX Air Inc,413,144,"('PAP', 'SJU')",0.0002897996562556877,"[[-72.2925033569, 18.5799999237], [-66.0018005371, 18.4393997192]]"
1099,VistaJet Limited,4395,0,"('PBI', 'AGP')",0.0005811952180353836,"[[-80.0955963135, 26.6832008362], [-4.49911022186, 36.6749000549]]"
1100,Miami Air International,515,99,"('PBI', 'GCM')",0.0004847829962582714,"[[-80.0955963135, 26.6832008362], [-81.3576965332, 19.2928009033]]"
1101,VistaJet Limited,4766,0,"('PBI', 'HAM')",0.0003698469072954311,"[[-80.0955963135, 26.6832008362], [9.98822975159, 53.6304016113]]"
1102,"Jet Aviation Flight Services, Inc.",1511,196,"('PBI', 'SLU')",0.0017070288735253714,"[[-80.0955963135, 26.6832008362], [-60.992901, 14.0202]]"
1103,"Jet Aviation Flight Services, Inc.",1572,225,"('PBI', 'YBG')",0.0007453457817838112,"[[-80.0955963135, 26.6832008362], [-70.9963989258, 48.3306007385]]"
1104,Air Canada,1358,0,"('PBI', 'YYB')",0.0023894862604540022,"[[-80.0955963135, 26.6832008362], [-79.4227981567, 46.3636016846]]"
1105,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,639,102,"('PDK', 'BIM')",0.00024389756043275676,"[[-84.3020019531, 33.8755989075], [-79.2647018433, 25.6998996735]]"
1106,"Jet Aviation Flight Services, Inc.",2035,261,"('PDK', 'SVD')",0.00016154153244532648,"[[-84.3020019531, 33.8755989075], [-61.210899353, 13.1443004608]]"
1107,Swiss Air Ambulance,4704,0,"('PDK', 'TXL')",0.0001794485357873113,"[[-84.3020019531, 33.8755989075], [13.2876996994, 52.5597000122]]"
1108,Chartright Air Inc.,694,0,"('PDK', 'YKF')",0.00025684340970471393,"[[-84.3020019531, 33.8755989075], [-80.3786010742, 43.4608001709]]"
1109,Volga-Dnepr Airlines,6839,0,"('PDX', 'OAI')",0.0023894862604540022,"[[-122.5979996, 45.58869934], [69.2649993896, 34.9460983276]]"
1110,United Air Lines Inc.,6831,24222,"('PEK', 'EWR')",0.0005498347603001252,"[[116.584999084, 40.0801010132], [-74.1687011719, 40.6925010681]]"
1111,United Air Lines Inc.,6921,24472,"('PEK', 'IAD')",0.0005863699072954609,"[[116.584999084, 40.0801010132], [-77.45580292, 38.94449997]]"
1112,American Airlines Inc.,7195,898,"('PEK', 'IAH')",0.0005700025569514105,"[[116.584999084, 40.0801010132], [-95.3414001465, 29.9843997955]]"
1113,Hainan Airlines Company Limited,6248,0,"('PEK', 'LAS')",0.0002597137820397548,"[[116.584999084, 40.0801010132], [-115.1520004, 36.08010101]]"
1114,VistaJet Limited,5512,0,"('PEK', 'MWH')",0.00073932823166772,"[[116.584999084, 40.0801010132], [-119.3199997, 47.20769882]]"
1115,United Air Lines Inc.,6579,23801,"('PEK', 'ORD')",0.0005081000367703677,"[[116.584999084, 40.0801010132], [-87.90480042, 41.97859955]]"
1116,"Jet Aviation Flight Services, Inc.",1762,228,"('PHL', 'ANU')",0.00025195911398258715,"[[-75.2410964966, 39.8718986511], [-61.792702, 17.1367]]"
1117,American Airlines Inc.,5035,17032,"('PHL', 'ATH')",0.00026457534070640777,"[[-75.2410964966, 39.8718986511], [23.9444999695, 37.9364013672]]"
1118,American Airlines Inc.,1911,6343,"('PHL', 'AUA')",0.00029690646126146494,"[[-75.2410964966, 39.8718986511], [-70.0151977539, 12.5013999939]]"
1119,American Airlines Inc.,784,4231,"('PHL', 'BDA')",0.00031434858130555425,"[[-75.2410964966, 39.8718986511], [-64.6787033081, 32.3639984131]]"
1120,American Airlines Inc.,4464,16200,"('PHL', 'BUD')",0.0003815929396238319,"[[-75.2410964966, 39.8718986511], [19.2555999756, 47.4369010925]]"
1121,United Parcel Service,3869,11647,"('PHL', 'CGN')",0.00022162261658758797,"[[-75.2410964966, 39.8718986511], [7.1427397728, 50.8658981323]]"
1122,American Airlines Inc.,1502,272,"('PHL', 'CZM')",0.00016357831508642554,"[[-75.2410964966, 39.8718986511], [-86.9255981445, 20.5223999023]]"
1123,Qatar Airways (Q.C.S.C),6796,0,"('PHL', 'DOH')",0.00017322140126987978,"[[-75.2410964966, 39.8718986511], [51.608056, 25.273056]]"
1124,United Parcel Service,3482,9000,"('PHL', 'EMA')",0.000501178588223036,"[[-75.2410964966, 39.8718986511], [-1.32806003094, 52.8311004639]]"
1125,American Airlines Inc.,1464,1795,"('PHL', 'GCM')",0.00025206700854017375,"[[-75.2410964966, 39.8718986511], [-81.3576965332, 19.2928009033]]"
1126,American Airlines Inc.,3309,12396,"('PHL', 'GLA')",0.0003124982671823914,"[[-75.2410964966, 39.8718986511], [-4.43306016922, 55.8718986511]]"
1127,Icelandair,2680,0,"('PHL', 'KEF')",0.00041500424891309734,"[[-75.2410964966, 39.8718986511], [-22.6056003571, 63.9850006104]]"
1128,American Airlines Inc.,3458,12251,"('PHL', 'LIS')",0.00018597344006074298,"[[-75.2410964966, 39.8718986511], [-9.13591957092, 38.7812995911]]"
1129,American Airlines Inc.,3434,12093,"('PHL', 'MAN')",0.00021678053473453074,"[[-75.2410964966, 39.8718986511], [-116.5230556, 43.5813333]]"
1130,American Airlines Inc.,1480,12369,"('PHL', 'MBJ')",0.0003770894768584059,"[[-75.2410964966, 39.8718986511], [-77.9133987427, 18.5037002563]]"
1131,American Airlines Inc.,4131,14520,"('PHL', 'MUC')",0.0002112331882420476,"[[-75.2410964966, 39.8718986511], [11.69029999, 48.137798309]]"
1132,American Airlines Inc.,1030,6427,"('PHL', 'NAS')",0.0005308415130370347,"[[-75.2410964966, 39.8718986511], [-77.4662017822, 25.0389995575]]"
1133,Air Alsie A/S,4085,0,"('PHL', 'NCE')",0.0001979419192813784,"[[-75.2410964966, 39.8718986511], [7.21586990356, 43.6584014893]]"
1134,American Airlines Inc.,4067,512,"('PHL', 'NUE')",0.0023894862604540022,"[[-75.2410964966, 39.8718986511], [11.0669002533, 49.4986991882]]"
1135,United Parcel Service,3564,1619,"('PHL', 'STN')",0.00018074643972256212,"[[-75.2410964966, 39.8718986511], [0.234999999404, 51.8849983215]]"
1136,Piedmont Airlines,377,9188,"('PHL', 'YOW')",0.00044217096642122124,"[[-75.2410964966, 39.8718986511], [-75.6691970825, 45.3224983215]]"
1137,Tradewind Aviation,337,102,"('PHL', 'YTZ')",0.00040198025511208393,"[[-75.2410964966, 39.8718986511], [-79.396202, 43.627499]]"
1138,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),657,0,"('PHX', 'CUL')",0.0023894862604540022,"[[-112.012001038, 33.434299469], [-107.474998474, 24.7644996643]]"
1139,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,5273,620,"('PHX', 'KNA')",0.0023894862604540022,"[[-112.012001038, 33.434299469], [-71.4785995483, -32.9496002197]]"
1140,Air Alsie A/S,5893,0,"('PHX', 'NCE')",0.00029835917455376326,"[[-112.012001038, 33.434299469], [7.21586990356, 43.6584014893]]"
1141,Amerijet International,2172,275,"('PHX', 'YMX')",0.0003132397071875605,"[[-112.012001038, 33.434299469], [-74.0386962891, 45.6795005798]]"
1142,Volga-Dnepr Airlines,4450,0,"('PIK', 'PAE')",0.00013124936928069451,"[[-4.58666992188, 55.5093994141], [-122.2819977, 47.90629959]]"
1143,Delta Air Lines Inc.,3910,13717,"('PIT', 'CDG')",0.00013215819740081873,"[[-80.23290253, 40.49150085], [2.54999995232, 49.0127983093]]"
1144,Chartright Air Inc.,2260,0,"('PIT', 'GND')",0.0001887614631620737,"[[-80.23290253, 40.49150085], [-61.7862014771, 12.0041999817]]"
1145,WOW Air ehf,2794,0,"('PIT', 'KEF')",0.00024657263155431283,"[[-80.23290253, 40.49150085], [-22.6056003571, 63.9850006104]]"
1146,Svenskt Industriflyg AB,3602,0,"('PIT', 'MAN')",0.00015530399235437085,"[[-80.23290253, 40.49150085], [-116.5230556, 43.5813333]]"
1147,Republic Airline,476,89,"('PIT', 'YUL')",0.0005018842300173564,"[[-80.23290253, 40.49150085], [-73.7407989502, 45.4706001282]]"
1148,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2162,320,"('PIT', 'YVR')",0.0007929550279888284,"[[-80.23290253, 40.49150085], [-123.183998108, 49.193901062]]"
1149,"Jet Aviation Flight Services, Inc.",1313,222,"('PLS', 'LGA')",0.00020954832815833668,"[[-72.2658996582, 21.7735996246], [-73.87259674, 40.77719879]]"
1150,American Airlines Inc.,1068,254,"('PLS', 'ORF')",0.00025386000558585,"[[-72.2658996582, 21.7735996246], [-76.2012023926, 36.8945999146]]"
1151,Avjet Corporation,1318,198,"('PLS', 'TEB')",0.0009586181940217509,"[[-72.2658996582, 21.7735996246], [-74.060798645, 40.8501014709]]"
1152,"Jet Aviation Flight Services, Inc.",1480,237,"('POP', 'HPN')",0.000385175691830232,"[[-70.5699996948, 19.757900238], [-73.7076034546, 41.0670013428]]"
1153,Miami Air International,1096,168,"('POP', 'ILM')",0.00022413525393746197,"[[-70.5699996948, 19.757900238], [-77.9026031494, 34.2705993652]]"
1154,Hawaiian Airlines Inc.,1799,239,"('PPG', 'AKL')",0.0071513093584400856,"[[-170.710006714, -14.3310003281], [174.792007446, -37.0080986023]]"
1155,Avjet Corporation,2600,318,"('PPT', 'KOA')",0.00015946445522302318,"[[-149.606994629, -17.5536994934], [-156.046005249, 19.7388000488]]"
1156,VistaJet Limited,3923,0,"('PRG', 'MVY')",0.0003535201736190916,"[[14.2600002289, 50.1007995605], [-70.6143035889, 41.3931007385]]"
1157,Volga-Dnepr Airlines,3437,0,"('PSM', 'CHR')",0.0049390987806857654,"[[-70.8233032227, 43.0778999329], [1.73066997528, 46.8622016907]]"
1158,London Air Services Limited,5321,0,"('PSP', 'SDL')",0.0023894862604540027,"[[-116.507003784, 33.82970047], [17.4438991547, 62.5280990601]]"
1159,Avjet Corporation,93,38,"('PSP', 'TIJ')",0.00025964935994931594,"[[-116.507003784, 33.82970047], [-116.970001221, 32.5410995483]]"
1160,Gulf And Caribbean Cargo,1583,234,"('PTK', 'CUU')",0.0004424318610598526,"[[-83.4200973511, 42.6655006409], [-105.964996338, 28.7028999329]]"
1161,VistaJet Limited,4299,0,"('PTK', 'KLV')",0.0023894862604540022,"[[-83.4200973511, 42.6655006409], [12.9149999619, 50.202999115]]"
1162,Gulf And Caribbean Cargo,1731,690,"('PTK', 'SLP')",0.00042186902106011145,"[[-83.4200973511, 42.6655006409], [-100.930999756, 22.2542991638]]"
1163,Norwegian Air International Ltd.,1889,0,"('PTP', 'BDL')",0.00012826634232069616,"[[-61.5317993164, 16.2653007507], [-72.6831970215, 41.9388999939]]"
1164,Norwegian Air International Ltd.,1824,0,"('PTP', 'BWI')",0.000198549752919393,"[[-61.5317993164, 16.2653007507], [-76.66829681, 39.17539978]]"
1165,Compania Panamena (Copa),2348,0,"('PTY', 'BOS')",0.00029747900560233675,"[[-79.3834991455, 9.0713596344], [-71.00520325, 42.36429977]]"
1166,Compania Panamena (Copa),2631,0,"('PTY', 'DEN')",0.00017686567542153718,"[[-79.3834991455, 9.0713596344], [-104.672996521, 39.8616981506]]"
1167,United Air Lines Inc.,2200,12278,"('PTY', 'EWR')",0.0003507902196587786,"[[-79.3834991455, 9.0713596344], [-74.1687011719, 40.6925010681]]"
1168,Compania Panamena (Copa),2060,0,"('PTY', 'IAD')",0.00039424193814707514,"[[-79.3834991455, 9.0713596344], [-77.45580292, 38.94449997]]"
