,long,lat,degree,closeness,betweenness,pagerank
HAN,105.806999207,21.221200943,6,0.23838038209295695,0.0,0.00023625973124231952
HAV,-82.4091033936,22.989200592,290,0.36363636363636365,0.005331850780697116,0.0024878886392160097
HEL,24.963300705,60.317199707,31,0.33480176211453744,0.0002999025801005972,0.0007566897703188912
HGH,120.433998108,30.2294998169,40,0.3136960600375234,0.00027462254919568,0.0005902612148745577
HHN,7.26388978958,49.9486999512,32,0.32541845075905024,0.0014203846064245959,0.0010143724296114967
HIO,-122.949997,45.540401,1,0.23790552077404667,0.0,0.00027725940633275067
HKD,140.822006226,41.7700004578,2,0.25922480620155036,0.0,0.0002539824930098755
HKG,114.198074341,22.3203040432,492,0.3655443812855269,0.014863976165237361,0.0030485279340792394
HLN,-111.983001709,46.6068000793,1,0.23629169022046353,0.0,0.00025601657252812763
HMO,-111.047996521,29.0958995819,25,0.28271897193101114,0.000122345345015849,0.0008407484380223026
HND,139.779998779,35.5522994995,182,0.35289151540734487,0.0032842427853443205,0.0022821367408620906
HNL,-157.92199707,21.3187007904,690,0.3497907949790795,0.022334908841246247,0.004779338564136355
HOG,-76.3151016235,20.7856006622,86,0.307014322438487,6.256746019051426e-05,0.0005361159645626077
HOU,-95.27890015,29.64539909,154,0.3440329218106996,0.003630422541521657,0.0022494279145449155
HOW,,,7,0.31847619047619047,0.00042644537354000645,0.0006964750275237241
HPN,-73.7076034546,41.0670013428,128,0.3732142857142857,0.020637335204481203,0.005467351938041184
HRL,-97.6544036865,26.2285003662,15,0.2762723066754792,2.4171781495495606e-06,0.00031873623688026586
HSV,-86.775100708,34.6371994019,84,0.3392857142857143,0.0015534068775832053,0.001924410419670442
HTO,-72.25180054,40.95959854,1,0.24777711914641376,0.0,0.00023205771193293028
HUX,-96.2626037598,15.7753000259,74,0.31750854538549184,0.0005958828896424571,0.0010735445784028662
HVN,-72.88680267,41.26369858,2,0.31835491241431835,0.0,0.00024070039210160872
IAD,-77.45580292,38.94449997,1181,0.40115163147792704,0.043255685673111145,0.012056569994196496
IAH,-95.3414001465,29.9843997955,1909,0.3973384030418251,0.03925457351020641,0.009860880236020633
IBZ,1.37311995029,38.8728981018,1,0.26993865030674846,0.0,0.00022150641515716218
ICN,126.450996399,37.4691009521,816,0.3540872511647607,0.0062505896287006375,0.001997249884574076
ICT,-97.4330978394,37.6498985291,11,0.31594860166288735,0.0024981701554761307,0.0007904326974712953
IFP,-114.5599976,35.15739822,24,0.29793300071275836,1.0703263021889468e-05,0.00043007496261817535
IGA,-73.6669006348,20.9750003815,1,0.2531032394792613,0.0,0.00022983305522987192
ILG,-75.60649872,39.67869949,2,0.29582448690728946,5.229813565451953e-06,0.0003285283180856673
ILM,-77.9026031494,34.2705993652,7,0.32327919566898683,0.00025900102283826174,0.0008836572901985737
IND,-86.2944030762,39.717300415,186,0.36065573770491804,0.0024754922739825356,0.0031534453638011046
INL,-93.4030990601,48.5662002563,4,0.3089430894308943,2.247659875277539e-05,0.0005274490723677663
INN,11.3439998627,47.2602005005,1,0.2598694435809761,0.0,0.00021757761789728991
INT,-80.2220001221,36.1337013245,3,0.3220338983050847,2.416426886367165e-05,0.00034571076316218324
ISM,-81.4371032715,28.2898006439,1,0.29878484631879915,0.0,0.00022675166003872119
ISO,-77.6088027954,35.331401825,5,0.22163308589607636,5.006715425115751e-05,0.0006088696861603396
ISP,-73.10019684,40.79520035,3,0.30622710622710625,7.690900060076672e-05,0.000459328919101254
IST,28.8145999908,40.9768981934,227,0.35378755818874313,0.0007510624307219615,0.001046909708922146
IWK,,,1,0.2974030594094628,0.0,0.00023032182201374165
IWO,141.322998047,24.7840003967,2,0.21856209150326797,0.0,0.0002970166915141624
JAC,-110.737998962,43.6072998047,3,0.2998565279770445,0.00011605972951686668,0.00047537266306276626
JAX,-81.6878967285,30.4941005707,45,0.3344,0.002998587661737106,0.001888705774359949
JED,39.15650177,21.679599762,47,0.32290459636925456,8.20156280689429e-05,0.0004356072809166208
JER,-2.19550991058,49.207901001,4,0.2897746967071057,1.0138671130872637e-05,0.0003291786165481477
JFK,-73.77890015,40.63980103,3544,0.42653061224489797,0.08880103337656847,0.018204508293086865
JMK,25.3481006622,37.4351005554,4,0.2991055456171735,0.00011174931783260263,0.0005673606667030447
JNB,28.246,-26.1392,25,0.31299138899288653,2.0951239202283276e-05,0.00041704518745636516
JNU,-134.576004028,58.3549995422,4,0.21207508878741754,0.0,0.0003954156347694706
JZQ,,,1,0.25165562913907286,0.0,0.00022606636846048226
JZT,,,1,0.2628930817610063,0.0,0.00022649673050159527
KBP,30.8946990967,50.3450012207,14,0.30455373406193076,0.00045917898567507013,0.0004981049026430097
KEF,-22.6056003571,63.9850006104,474,0.39341176470588235,0.017221752393032877,0.004868766751163745
KEH,-122.259002686,47.7547988892,65,0.23981640849110727,0.009324220010625058,0.002993112376938009
KEP,81.6669998169,28.1035995483,1,0.2806310842564619,0.0,0.00022514406375952954
KHH,120.349998474,22.5771007538,1,0.26889675136699903,0.0,0.00025743800847112877
KIJ,139.121002197,37.9558982849,1,0.21856209150326797,0.0,0.0002970166915141624
KIN,-76.7874984741,17.9356994629,227,0.33668948852194924,0.000758851382527737,0.0012582996785467262
KIV,28.9309997559,46.9277000427,2,0.24281150159744408,0.0,0.00022961515979711962
KIX,135.244003296,34.4272994995,239,0.3424825891028267,0.004260950266865209,0.0017355345125207166
KKJ,131.035003662,33.8459014893,1,0.26889675136699903,0.0,0.00025743800847112877
KLV,12.9149999619,50.202999115,1,0.2634730538922156,0.0,0.00022802305701714458
KLW,-133.076004028,55.5792007446,1,0.18511957484499558,0.0,0.0004850693633797116
KMQ,136.406997681,36.3945999146,2,0.25922480620155036,0.0,0.0002539824930098755
KNA,-71.4785995483,-32.9496002197,1,0.26889675136699903,0.0,0.0002220538073683537
KOA,-156.046005249,19.7388000488,47,0.30962962962962964,0.0005615074912482438,0.0008239008111833603
KOJ,130.718994141,31.8034000397,1,0.26889675136699903,0.0,0.00025743800847112877
KRK,19.7847995758,50.0777015686,12,0.2879779538408543,0.0,0.00021928032597770905
KTN,-131.7140045,55.35559845,4,0.29353932584269665,0.006870180964421625,0.0008547212073862396
KTW,19.0799999237,50.4743003845,1,0.2926146307315366,0.0,0.00023402749612672297
KUL,101.709999084,2.74557995796,4,0.28271897193101114,9.68471286756446e-05,0.0004641956916374105
KWI,47.9688987732,29.226600647,13,0.31871902401829966,4.304959809048626e-05,0.0003341076322065956
LAD,13.2312002182,-8.85836982727,6,0.28445049336509015,0.0,0.00022041347274808108
LAN,-84.5874023438,42.7787017822,11,0.2954063604240283,1.0172496122508647e-05,0.00041441230988267693
LAR,-105.675003052,41.3120994568,1,0.31835491241431835,0.0,0.00024070039210160872
LAS,-115.1520004,36.08010101,660,0.3752244165170557,0.009641615061456069,0.005029375510326606
LAX,-118.4079971,33.94250107,3489,0.4230769230769231,0.10446952415401854,0.01710599279263587
LBA,-1.66057002544,53.8658981323,1,0.2879779538408543,0.0,0.00021923385193153567
LBB,-101.822998047,33.6636009216,1,0.2297965915338098,0.0,0.00023017615627766313
LBF,-100.6839981,41.12620163,2,0.3250388802488336,3.4922820206299386e-05,0.0003479777391176298
LBG,2.44139003754,48.9693984985,89,0.37438423645320196,0.006170765420269882,0.003158423144741147
LCK,-82.927803,39.813801,74,0.312874251497006,0.00806925436598438,0.002593248406858639
LCY,0.055278,51.505299,7,0.31135940409683427,4.7258251954433236e-05,0.0003354970057007433
LDE,-0.00643899990246,43.1786994934,4,0.29996411912450666,8.911857179024875e-06,0.00032136342809014387
LEB,-72.3041992188,43.6260986328,6,0.31835491241431835,0.0,0.00024070039210160872
LED,30.2625007629,59.8003005981,1,0.271869918699187,0.0,0.00022891060228670467
LEJ,12.2416000366,51.4323997498,60,0.33560818948213567,0.0003075321298676184,0.0008322541853458371
LEX,-84.6059036255,38.0364990234,7,0.3288749016522423,0.00017928101715061417,0.0006521402991759487
LGA,-73.87259674,40.77719879,229,0.33682514101531025,0.0008472035865160945,0.0015046267690481921
LGB,-118.1520004,33.81769943,2,0.3195718654434251,9.426876323134466e-06,0.00034213184904767615
LGG,5.44322013855,50.6374015808,108,0.36174816096927737,0.007219201691312804,0.002070793562208159
LGW,-0.190277993679,51.1481018066,291,0.35468816291896477,0.0026951316570431373,0.002296707769863843
LHR,-0.461941,51.4706,1205,0.37640702386312475,0.005012114924912047,0.003742941486384136
LIH,-159.339004517,21.9759998322,8,0.2925122463261022,0.0,0.00023280202534827228
LIL,3.08944010735,50.5619010925,1,0.28271897193101114,0.0,0.0002317111955078894
LIM,-77.1143035889,-12.021900177,313,0.36779586449626045,0.0017776139413456097,0.0015633142460342228
LIN,9.27674007416,45.445098877,11,0.3061149761991944,7.623875480675643e-05,0.0005380134275789334
LIR,-85.5444030762,10.5932998657,329,0.38436781609195403,0.011785215136639177,0.0039245787254054134
LIS,-9.13591957092,38.7812995911,130,0.3369609028617493,0.0004149294491943912,0.001030868375873046
LIT,-92.2242965698,34.7294006348,2,0.2956152758132956,1.8637982240583087e-05,0.0003442827965455126
LKE,-122.338996887,47.6290016174,87,0.296875,0.026518283781028617,0.0023781061071704935
LNY,-156.951004028,20.7856006622,1,0.267777065983344,0.0,0.00022913202806839342
LOS,3.32116007805,6.57737016678,21,0.3083732939874585,8.370723261969725e-06,0.00032008218799293097
LPB,-68.1922988892,-16.513299942,6,0.2926146307315366,0.0,0.00023402749612672297
LPL,-2.84972000122,53.3335990906,4,0.3010442924018725,9.239299004904938e-05,0.0005335072584060243
LRD,-99.4616012573,27.543800354,336,0.31124348473566643,0.0017264320866889444,0.0023446453268313153
LRM,-68.9117965698,18.4507007599,34,0.32745789267528397,0.00025198407485172705,0.0006479845062365211
LSE,-91.256699,43.879002,2,0.3051094890510949,9.43292999466365e-06,0.00032414736005997446
LSV,-115.033996582,36.2361984253,1,0.2674344209852847,0.0,0.00022976047149301978
LTN,0.0,0.0,75,0.37304774654172246,0.00799591390245117,0.003289083258186532
LTO,-111.347999573,25.989200592,36,0.2974030594094628,0.0,0.00023032182201374165
LUG,8.9105796814,46.0042991638,2,0.28271897193101114,0.0,0.0002317111955078894
LUK,-84.41860199,39.10329819,3,0.26256281407035176,0.0001077876058133338,0.0004090964697300337
LUX,6.21152019501,49.6265983582,160,0.36174816096927737,0.0016492375435551555,0.0014661303674838183
LWB,-80.3994979858,37.8582992554,1,0.31835491241431835,0.0,0.00024070039210160872
LYS,5.09082984924,45.726398468,2,0.2832937987123009,0.002210095691554519,0.000505791759172853
MAD,-3.56676,40.4936,307,0.37606837606837606,0.0034561358274263635,0.00246010484616711
MAF,-102.202003479,31.9424991608,2,0.2717815344603381,0.0,0.00022146003492535242
MAJ,171.272003174,7.06476020813,38,0.26380561691385296,0.00013594845515559103,0.0005551993176288876
MAN,-116.5230556,43.5813333,187,0.3531896915927334,0.0030042559485600425,0.0019926270248163684
MAO,-60.0497016907,-3.03860998154,50,0.2926146307315366,0.0,0.00023402749612672297
MAR,-71.7278594971,10.5582084656,47,0.2926146307315366,0.0,0.00023402749612672297
MBJ,-77.9133987427,18.5037002563,660,0.3901073261782548,0.015808790368804008,0.004711014296656371
MBY,-92.4270019531,39.4639015198,1,0.31835491241431835,0.0,0.00024070039210160872
MCI,-94.713898,39.2976,73,0.34262295081967215,0.0015487924906938417,0.0013094766989955834
MCO,-81.3089981079,28.4293994904,1196,0.3891992551210428,0.021561253984389295,0.008503362812976168
MDE,-75.4231,6.16454,172,0.329004329004329,0.00026454926010993824,0.0007419036650043729
MDT,-76.7633972168,40.1935005188,22,0.32861635220125784,0.00011753338528030458,0.0007342089880753622
MDW,-87.7524032593,41.7859992981,262,0.3584905660377358,0.007422319028404646,0.003387789485928909
MDZ,-68.7929000854,-32.8316993713,3,0.30928597854236034,1.677357341365459e-05,0.00033084956090409994
MEC,-80.6788024902,-0.946078002453,2,0.30433199854386606,9.655770886168198e-06,0.00033099049559015716
MEL,144.843002319,-37.6733016968,65,0.299534217126478,6.16230567767382e-05,0.0003648300020009171
MEM,-89.9766998291,35.0424003601,467,0.3695844385499558,0.011810663489647169,0.00441752322746925
MEX,-99.0720977783,19.4363002777,1563,0.3930418429713211,0.013316183606292976,0.005177154103589338
MFE,-98.23860168,26.17580032,15,0.2939521800281294,2.5698497521635357e-05,0.0005178951883934827
MFM,113.592002869,22.1495990753,4,0.3261802575107296,0.0002714102710730635,0.0005684677752679148
MGA,-86.1681976318,12.141500473,215,0.34760914760914763,0.002074315061684727,0.0016934213194239665
MGM,-86.39399719,32.30059814,3,0.296875,9.47656177182745e-06,0.0004136475336230253
MHH,-77.0835037231,26.5114002228,163,0.3571123451516446,0.007148561415517387,0.0026256441746872567
MHZ,0.486405998468,52.3619003296,4,0.22847772615468706,2.2631139127842524e-05,0.0004368947104869689
MIA,-80.2906036377,25.7931995392,5014,0.4134520276953511,0.12351744519056006,0.02098505714650855
MID,-89.657699585,20.9370002747,110,0.33832456495346014,0.0010564373351809556,0.001074012912510101
MKC,-94.5927963257,39.1231994629,1,0.31835491241431835,0.0,0.00024070039210160872
MKE,-87.8965988159,42.9472007751,91,0.34688796680497924,0.0005986653136734425,0.001241594772340265
MKG,-86.23819733,43.16949844,2,0.32153846153846155,2.1306946876885377e-05,0.0003414499714940055
MLA,14.4775,35.857498,2,0.29698046181172294,4.161589590942251e-05,0.00033738094624471884
MLB,-80.6453018188,28.1028003693,45,0.33386581469648563,0.0004709988073615285,0.000986982062736575
MLM,-101.025001526,19.849899292,154,0.31678666161424784,0.0004400241825183958,0.0010515798373350684
MMU,-74.4149017334,40.7994003296,6,0.3145221971407073,7.545489140122542e-05,0.000632639510568847
MN7,,,2,0.3210445468509985,2.2777907239162687e-05,0.000340546361068472
MNL,121.019996643,14.508600235,121,0.3329350856232577,0.002050972789553794,0.0010079995648322939
MNZ,-77.51540375,38.72140121,2,0.2719583604424203,5.407769370736867e-06,0.00032966656542919744
MOT,-101.279998779,48.2593994141,2,0.2837746096401901,2.0104138521893476e-05,0.00033987103984987703
MPB,-80.1703033447,25.7782993317,7,0.26506024096385544,5.34823418880552e-05,0.0006794292159581204
MQY,-86.5201034546,36.0089988708,6,0.30533235938641345,0.0001668179761904896,0.00067873866980602
MRS,5.22142410278,43.439271922,4,0.30126126126126124,6.777140189322383e-05,0.0004585918405046942
MRY,-121.843002319,36.5870018005,3,0.29108635097493035,9.553774813773589e-05,0.0004690573588254707
MSN,-89.3375015259,43.1399002075,6,0.330173775671406,0.0001270255294132225,0.00045377215437433614
MSO,-114.0910034,46.91630173,1,0.31835491241431835,0.0,0.00024070039210160872
MSP,-93.2218017578,44.8819999695,779,0.3732142857142857,0.00808205488400178,0.004322658046690586
MST,5.77014017105,50.9117012024,3,0.2950935404165196,5.0208836330528246e-05,0.0004395443540698815
MSY,-90.2580032349,29.9934005737,131,0.3486238532110092,0.0015105551666734448,0.0023522027970480958
MTJ,-107.893997192,38.5097999573,1,0.28708791208791207,0.0,0.00022448468408327462
MTO,,,1,0.2753623188405797,0.0,0.00021707412546806876
MTY,-100.107002258,25.7784996033,404,0.37776773610483505,0.012918244386183894,0.004579613251312991
MUC,11.69029999,48.137798309,309,0.37640702386312475,0.004579584956184637,0.00281020121258168
MVD,-56.0307998657,-34.8384017944,41,0.3345338135254102,0.000318559527156647,0.0007405367386783462
MVY,-70.6143035889,41.3931007385,2,0.2714285714285714,5.699323045206494e-06,0.0003424993209337253
MWH,-119.3199997,47.20769882,6,0.2949894142554693,0.0004427539291812938,0.0006477579880776506
MXL,-115.241996765,32.6305999756,2,0.2571516456474931,1.0500882569400427e-05,0.0003872406111434039
MXP,8.72811031342,45.6305999756,132,0.3614353653264159,0.001915910107676174,0.0014921904354869256
MYR,-78.9282989502,33.6796989441,18,0.32153846153846155,8.114264152361253e-05,0.000552118562940717
MYT,97.3518981934,25.383600235,1,0.25794507867941996,0.0,0.00021926254443464224
MZJ,-111.32800293,32.5106010437,1,0.29878484631879915,0.0,0.00022675166003872119
MZT,-106.26599884,23.1613998413,150,0.3264349863334635,0.0002492995132562256,0.0009236348047140926
N2C,,,2,0.2512019230769231,0.0,0.00023026177020543263
NAN,177.442993164,-17.755399704,50,0.3023508137432188,9.43169518094989e-05,0.0004665379962421706
NAP,14.2908000946,40.8860015869,5,0.2974030594094628,5.568314567662264e-05,0.0005297086891040641
NAS,-77.4662017822,25.0389995575,769,0.4025036109773712,0.02850904400772011,0.007123420069608376
NBG,-90.03500366,29.82530022,1,0.2777408637873754,0.0,0.00022030277608463473
NBW,-75.2070999146,19.9064998627,13,0.29343629343629346,0.0025027437598515298,0.000664341513581586
NC1,,,4,0.26607256524506684,0.002476656192308588,0.0009116189047993972
NCE,7.21586990356,43.6584014893,49,0.3605002156101768,0.002084414510896388,0.0017978707385821668
NCL,-1.69166994095,55.0374984741,6,0.23892540725921693,0.0,0.00023283547825411944
NEV,-62.5899009705,17.2056999207,30,0.2574684323991377,1.4358668519803543e-05,0.00035500690282490256
NEW,-90.0282974243,30.0424003601,2,0.28708791208791207,0.0,0.00022448468408327462
NGO,136.804992676,34.8583984375,127,0.32290459636925456,0.004848027410355309,0.001642896410672767
NGU,,,11,0.29457364341085274,0.002465112721484117,0.0009554453581024031
NHT,-0.418166995049,51.5530014038,4,0.303668725027243,7.772099796220239e-05,0.000547838454089538
NIM,2.18360996246,13.4814996719,1,0.22760686087666757,0.0,0.0002524968791033295
NJK,,,1,0.2550335570469799,0.0,0.00024366721115497668
NKG,118.861999512,31.7420005798,12,0.2974030594094628,0.0,0.00023032182201374165
NNG,108.17199707,22.6082992554,1,0.26889675136699903,0.0,0.00025743800847112877
NOC,-8.81849002838,53.9103012085,1,0.24888359630842513,0.0,0.0002427344405971042
NRT,140.386001587,35.7647018433,775,0.36844424856765096,0.010999237152400239,0.003034426371476285
NSB,-79.25,25.7670001984,8,0.3061149761991944,0.00035584340251745107,0.0004926580422525312
NTR,-100.236999512,25.8656005859,5,0.29240993354319694,0.00010251738517781511,0.0005467705064551375
NUE,11.0669002533,49.4986991882,1,0.2653125991748651,0.0,0.00021469372537528725
NUQ,,,4,0.2818610923803102,2.3570154400496514e-05,0.0005379101832682793
NYL,,,2,0.2707253886010363,1.0886606870058962e-05,0.0003323905770423038
OAI,69.2649993896,34.9460983276,1,0.2611683848797251,0.0,0.00022321327107363345
OAK,-122.221000671,37.7212982178,268,0.35635123614663256,0.001993800744288477,0.002390342373196297
OAX,-96.726600647,16.9999008179,34,0.30723998529952223,2.453109108541816e-05,0.00033126098173912266
OCA,-80.2748031616,25.3253993988,1,0.31835491241431835,0.0,0.00024070039210160872
ODE,10.3309001923,55.4766998291,1,0.24581005586592178,0.0,0.00027719263396035903
OGG,-156.429992676,20.8985996246,61,0.3022415039768619,0.0003714382198320313,0.0007042726894726934
OKC,-97.6007003784,35.3931007385,9,0.34122448979591835,0.0005673043541467226,0.0008779666333060261
OKO,139.348007202,35.748500824,4,0.28837530182821663,0.00048032456600051953,0.0005306303149181036
OLM,-122.9029999,46.9693985,1,0.2742782152230971,0.0,0.00022452467897328646
OMA,-95.8940963745,41.3031997681,13,0.3376413570274637,0.00038277436719176864,0.0006932069313803117
ON1,,,1,0.2806310842564619,0.0,0.00022514406375952954
ON2,,,1,0.2907826086956522,0.0,0.00021629637780007702
ONT,-117.600997925,34.0559997559,63,0.3492063492063492,0.0007235775436179293,0.0012666098084527122
OPF,,,77,0.3497907949790795,0.012709057143869001,0.004425872291463133
OPO,-8.68138980865,41.2481002808,20,0.3125233644859813,9.413213340952506e-05,0.0005330680548288594
ORB,15.0380001068,59.2237014771,1,0.21485479311231045,0.0,0.0002869149291513398
ORD,-87.90480042,41.97859955,2420,0.40425531914893614,0.04485467960710247,0.011633622497483943
ORF,-76.2012023926,36.8945999146,12,0.3055555555555556,0.0001532801432500187,0.0010302639927390396
ORK,-8.49110984802,51.8413009644,21,0.2984648339878615,0.00011986979475991966,0.0005573996908017819
ORL,,,12,0.33069620253164556,0.0005073145420170481,0.0007934273633883528
ORY,2.35944008827,48.7252998352,62,0.30455373406193076,9.538821224781795e-06,0.0003230196621243896
OSL,11.100399971,60.193901062,147,0.36018957345971564,0.005828322636630588,0.0016831236825255306
OSN,127.029999,37.090599,3,0.2692431561996779,7.213136269159855e-05,0.0004462285102620116
OST,2.8622200489,51.1988983154,6,0.31440391124482886,0.00014844475078141627,0.0005366736191675593
OTH,-124.246002197,43.417098999,3,0.2925122463261022,0.0,0.00023280202534827228
OTP,26.1021995544,44.5722007751,1,0.2800670016750419,0.0,0.00021782407475569882
OXF,-1.32000005245,51.8368988037,2,0.2701130856219709,3.228075697234293e-05,0.0003999224150448503
PAE,-122.2819977,47.90629959,28,0.29793300071275836,9.861564012055287e-05,0.0007658149767417148
PAH,-88.7738037109,37.060798645,1,0.31835491241431835,0.0,0.00024070039210160872
PAP,-72.2925033569,18.5799999237,237,0.339423467316281,0.0012377488584895914,0.0015824712325802931
PBC,-98.3713989258,19.1581001282,50,0.3038894947291894,0.0003142960282710253,0.0009778040010413685
PBI,-80.0955963135,26.6832008362,177,0.3530405405405405,0.012626287964835987,0.004703163571035277
PBM,-55.1878013611,5.4528298378,31,0.2926146307315366,0.0,0.00023402749612672297
PDK,-84.3020019531,33.8755989075,12,0.3265625,0.0004732420625662699,0.0010293471592888721
PDL,-25.6979007721,37.7411994934,26,0.3038894947291894,2.943882644298603e-05,0.00042622348294866233
PDX,-122.5979996,45.58869934,215,0.3533389687235841,0.003417635037567571,0.0019578272087895114
PEK,116.584999084,40.0801010132,356,0.35468816291896477,0.0033410298164039034,0.0019707573508000566
PEN,100.277000427,5.29714012146,1,0.26889675136699903,0.0,0.00025743800847112877
PHC,6.94959020615,5.01549005508,1,0.2926146307315366,0.0,0.00023402749612672297
PHL,-75.2410964966,39.8718986511,784,0.3609671848013817,0.008667827574131306,0.0057078101526920775
PHN,-82.52890015,42.9109993,1,0.31835491241431835,0.0,0.00024070039210160872
PHX,-112.012001038,33.434299469,558,0.3676341248900616,0.01087097022741264,0.003985731117776036
PIA,-89.6932983398,40.6641998291,2,0.31835491241431835,0.0,0.00024070039210160872
PIE,-82.68740082,27.91020012,23,0.3283582089552239,0.00011887870147245869,0.0005572746529510158
PIK,-4.58666992188,55.5093994141,20,0.3153526970954357,0.00023475728698849497,0.0006535799407425754
PIO,-76.2202987671,-13.7448997498,1,0.2926146307315366,0.0,0.00023402749612672297
PIT,-80.23290253,40.49150085,186,0.3615916955017301,0.0021007944897972982,0.0026438297214902992
PKB,-81.439201355,39.3451004028,1,0.31835491241431835,0.0,0.00024070039210160872
PKC,158.453994751,53.1679000854,2,0.29698046181172294,3.183717828876163e-05,0.0003404646270687584
PLQ,21.0939006805,55.9732017517,1,0.2687238829958213,0.0,0.00022087623446465256
PLS,-72.2658996582,21.7735996246,316,0.3697478991596639,0.006413015866546484,0.003185222656092754
PMI,2.73881006241,39.551700592,6,0.3179916317991632,0.00024285563967225374,0.0006756760155865559
PNE,-75.01059723,40.08190155,1,0.2550335570469799,0.0,0.00024366721115497668
PNH,104.84400177,11.5466003418,2,0.21856209150326797,0.0,0.0002970166915141624
PNI,158.208999634,6.98509979248,10,0.21856209150326797,0.0,0.0002970166915141624
PNS,-87.1865997314,30.473400116,1,0.2807253190060443,0.0,0.00022033534394514008
POA,-51.1713981628,-29.9944000244,7,0.2926146307315366,0.0,0.00023402749612672297
POM,147.220001221,-9.44338035583,1,0.21856209150326797,0.0,0.0002970166915141624
POP,-70.5699996948,19.757900238,103,0.3433264887063655,0.0014217014074481,0.0015875852561398288
POS,-61.3372001648,10.5953998566,181,0.3405295315682281,0.0007908712308646788,0.001151500487609464
POZ,16.8262996674,52.4210014343,4,0.26581875993640697,5.66773918801258e-06,0.00034468545847791954
PPG,-170.710006714,-14.3310003281,38,0.23817663817663817,0.004781823911984642,0.0010753272117378183
PPT,-149.606994629,-17.5536994934,45,0.31654676258992803,0.00047933648192187114,0.000810355933150868
PRG,14.2600002289,50.1007995605,16,0.30860095976375046,0.0004048689325551955,0.0006808310419568526
PSA,10.3927001953,43.6838989258,4,0.26906984229159964,1.2625538909319485e-05,0.0004481419833008813
PSC,-119.119003296,46.2647018433,1,0.28532423208191127,0.0,0.00022550269123176652
PSE,-66.56300354,18.0083007813,5,0.2779255319148936,7.855555912324183e-06,0.0003418959716752435
PSM,-70.8233032227,43.0778999329,12,0.3119402985074627,0.0074757844656535375,0.0013627452648434799
PSP,-116.507003784,33.82970047,181,0.34375,0.0072422099658308,0.0018953159631334869
PTK,-83.4200973511,42.6655006409,49,0.3575705731394354,0.005583156438755503,0.002289700226711366
PTP,-61.5317993164,16.2653007507,85,0.3321414382201033,0.0005052118036199385,0.0010540633036418973
PTY,-79.3834991455,9.0713596344,448,0.3723830734966592,0.002855285626495945,0.0023421763704979236
PUJ,-68.3634033203,18.5673999786,938,0.38436781609195403,0.014762167965412572,0.005293888187326498
PUS,128.93800354,35.1795005798,58,0.2192499344348282,9.933167209660658e-06,0.00041918637597154084
PVD,-71.4204025269,41.7326011658,103,0.3352044907778669,0.0014750200494772776,0.0018737797362662991
PVG,121.805000305,31.1434001923,485,0.3531896915927334,0.006544356165994365,0.002213596502590643
PVR,-105.253997803,20.6800994873,822,0.38472158306488724,0.012264286203631741,0.004874249525515357
PWK,-87.901494,42.114222,10,0.30377906976744184,2.138236043460053e-05,0.00042862107453211113
PWM,-70.30930328,43.64619827,1,0.2674344209852847,0.0,0.00022976047149301978
QMA,,,4,0.32327919566898683,7.775416686279565e-05,0.0004564982203449158
QPG,103.910003662,1.36041998863,1,0.21856209150326797,0.0,0.0002970166915141624
QRO,-100.185997009,20.6173000336,217,0.3565031982942431,0.016208088096952775,0.0038084154848305437
RAI,-23.4934997559,14.9245004654,15,0.281386738471895,5.406684439472284e-06,0.00032243767275580844
RAK,-8.03629970551,31.6068992615,2,0.2879779538408543,0.0,0.00021923385193153567
RAP,-103.056999207,44.04529953,2,0.32327919566898683,3.642152023146767e-05,0.00034672877031067514
RAR,-159.805999756,-21.2026996613,14,0.2974030594094628,0.0,0.00023032182201374165
RBA,-6.75152015686,34.0514984131,2,0.28639945186707777,0.0,0.00022097396173272532
RCE,-123.138999939,48.6123008728,6,0.18735992828328105,1.6235471640451157e-05,0.0012261470742927088
RDU,-78.7874984741,35.8776016235,102,0.3533389687235841,0.0020126899901530566,0.0020883708037933834
REC,-34.9235992432,-8.12648963928,36,0.3090573012939002,0.0011731963141617598,0.0007095713654156554
REP,103.81300354,13.4106998444,1,0.28271897193101114,0.0,0.0002317111955078894
RFD,-89.0971984863,42.195400238,31,0.3333333333333333,0.00042720476472828746,0.0010301463513661157
RIC,-77.3197021484,37.5051994324,12,0.3344,0.0003361293511792861,0.0009584250463075634
RIL,,,2,0.2849352419904567,4.3956156344609965e-06,0.00031988497659306465
RIX,23.9710998535,56.9235992432,13,0.31135940409683427,4.7258251954433236e-05,0.0003354970057007433
RME,-75.40699768,43.23379898,1,0.21896280775275012,0.0,0.0003647932003115192
RMS,7.60027980804,49.4369010925,2,0.29323044545773413,0.0004646961234818492,0.00043923098472048965
RNO,-119.767997742,39.4990997314,28,0.2882758620689655,1.1520913086226677e-05,0.00042173499991888846
ROC,-77.6724014282,43.1189002991,38,0.326817826426896,0.00013049316790819071,0.0006597351646801285
ROR,134.544006348,7.36765003204,36,0.21856209150326797,0.0,0.0002970166915141624
RQZ,,,1,0.19244935543278086,0.0,0.00038135264155593295
RST,-92.5,43.9082984924,9,0.3322734499205087,0.00016533492649922356,0.0005519294225745354
RSW,-81.7552032471,26.5361995697,118,0.3440329218106996,0.0026891701285477357,0.0028661957559812422
RTB,-86.523003,16.316799,82,0.3221579961464355,0.00015244121662026143,0.0007235692135958757
