,long,lat,degree,closeness,betweenness,pagerank
BDU,18.5403995514,69.0558013916,1,0.2974030594094628,0.0,0.00023032182201374165
BED,-71.28900146,42.47000122,61,0.3457402812241522,0.0030440228484507345,0.00282601814696609
BEG,20.3090991974,44.8184013367,12,0.2991055456171735,0.0,0.00022326012321555403
BEL,-48.4762992859,-1.37925004959,29,0.3083732939874585,4.722114089785674e-05,0.00043666024632698665
BEY,35.4883995056,33.8208999634,2,0.30455373406193076,9.538821224781795e-06,0.0003230196621243896
BFI,-122.302001953,47.5299987793,90,0.3530405405405405,0.012741652280506274,0.003033035687397839
BFK,-104.751998901,39.7016983032,1,0.22558014031300594,0.0,0.0002978317321777407
BFS,-6.21582984924,54.6575012207,30,0.30300833635375135,6.796914162776176e-05,0.0006235418566632224
BGI,-59.4925003052,13.0746002197,159,0.354387452310301,0.0023864980312695745,0.0018364641818085024
BGO,5.218140125,60.29339981,14,0.25097568297808465,0.0,0.00022488705010126228
BGR,-68.8281021118,44.8073997498,53,0.3205521472392638,0.008534757835412849,0.0037906664836778884
BHD,-5.87249994278,54.6180992126,1,0.2879779538408543,0.0,0.00021928032597770905
BHM,-86.75350189,33.56290054,8,0.29814550641940085,7.917077146943237e-05,0.0009173666988681062
BHX,-1.74802994728,52.4538993835,22,0.31275720164609055,0.0003621807305995036,0.0007677818818041672
BIF,-106.3799973,31.84950066,1,0.2269272529858849,0.0,0.00031868751745883566
BIL,-108.542999268,45.8077011108,1,0.28532423208191127,0.0,0.00022550269123176652
BIM,-79.2647018433,25.6998996735,117,0.3353389490573606,0.005078930686304485,0.0024639270245451904
BIQ,-1.52331995964,43.4683990479,1,0.28639945186707777,0.0,0.00022097396173272532
BJL,-16.6522006989,13.3380002975,1,0.28271897193101114,0.0,0.0002317111955078894
BJX,-101.481002808,20.9934997559,205,0.3511129777404452,0.003957169968797031,0.0023638043758639647
BKF,-155.776992798,58.5547981262,2,0.26573426573426573,0.0,0.0002290152959172801
BKL,-81.6832962036,41.5175018311,7,0.32327919566898683,4.849578705048896e-05,0.00044343569339665785
BLA,-64.689201355,10.1070995331,39,0.2926146307315366,0.0,0.00023402749612672297
BLI,-122.538002014,48.7928009033,4,0.2943661971830986,0.00010364572184163382,0.0003905871186583229
BLK,-3.02860999107,53.7717018127,2,0.24394514152319813,5.178213316777199e-05,0.00041379779615160746
BLM,-74.12490082,40.18690109,1,0.31835491241431835,0.0,0.00024070039210160872
BLQ,11.2887001038,44.5354003906,1,0.26100530752419604,0.0,0.00022538472756436067
BMA,17.9416999817,59.3544006348,9,0.3153526970954357,0.00016332950047787153,0.00045640522538633184
BNA,-86.6781997681,36.1245002747,163,0.3486238532110092,0.0023662882136068846,0.002500825973732318
BNE,153.117004395,-27.3841991425,36,0.299534217126478,6.16230567767382e-05,0.0003648300020009171
BOB,-151.75100708,-16.4444007874,1,0.2656498252303781,0.0,0.00022611223245807787
BOD,-0.715556025505,44.8283004761,4,0.30213227322009395,3.285426486185904e-05,0.00042320876358866447
BOG,-74.1469,4.70159,551,0.3700752545374059,0.002841917701588353,0.0020706515003896457
BOI,-116.2229996,43.56439972,10,0.336283185840708,0.00023725412992865134,0.0006601081521317077
BOJ,27.5151996613,42.5695991516,1,0.23783783783783785,0.0,0.0002558380772450567
BOM,72.8678970337,19.0886993408,24,0.2879779538408543,0.0,0.00021923385193153567
BON,-68.2685012817,12.1309995651,65,0.3339992009588494,0.00028739343217134335,0.0007387176589851712
BOS,-71.00520325,42.36429977,1230,0.38883720930232557,0.024963195955999287,0.008656423661358806
BQH,0.0324999988079,51.3307991028,4,0.2948853615520282,4.73695410970084e-05,0.0005300557179650566
BQN,-67.1294021606,18.4948997498,108,0.28669410150891633,0.0005511071962496453,0.0012076849693772463
BRI,16.7605991364,41.1389007568,1,0.2497759187331939,0.0,0.00023192693046713281
BRN,7.49714994431,46.914100647,3,0.27222403126017586,5.070371172714108e-05,0.0004721445756293451
BRO,-97.4259033203,25.9067993164,60,0.3013698630136986,0.0007344316423416962,0.0016009201794322772
BRS,-2.71908998489,51.3827018738,6,0.23892540725921693,0.0,0.00023283547825411944
BRU,4.48443984985,50.9014015198,171,0.3700752545374059,0.0031082785454305023,0.0018331539805689762
BSB,-47.9208335876,-15.8691673279,23,0.3120567375886525,3.336947933078908e-05,0.00033552714483674824
BSL,7.52991008759,47.5895996094,5,0.2907826086956522,7.541656070669217e-05,0.0005478307012001727
BTR,-91.14959717,30.53319931,1,0.28708791208791207,0.0,0.00022448468408327462
BTV,-73.1532974243,44.4719009399,19,0.326817826426896,0.002182742895423133,0.0012562598899036543
BUD,19.2555999756,47.4369010925,14,0.31135940409683427,0.00010408646447389387,0.0006251803924946879
BUF,-78.73220062,42.94049835,72,0.3500837520938023,0.000893935537914642,0.0014602353241432693
BUR,-118.35900116,34.2006988525,7,0.2951977401129944,9.407007830628452e-05,0.0008428908575643822
BVB,-60.6922225952,2.84138894081,1,0.2926146307315366,0.0,0.00023402749612672297
BVY,-70.9164962769,42.5842018127,3,0.31859756097560976,0.0023923444976076554,0.00058524088997229
BWI,-76.66829681,39.17539978,308,0.3509655751469353,0.005039823214664697,0.0034849444762224636
BZE,-88.3081970215,17.539100647,239,0.3558961260110685,0.0015719982064022109,0.0016768708964500104
BZN,-111.1529999,45.77750015,9,0.3395613322502031,0.0002730430479879869,0.0005673338296522684
BZZ,-1.58362,51.75,3,0.29118773946360155,0.0006740540249286515,0.0004910427265269999
CAE,-81.1194992065,33.9388008118,5,0.3263075722092115,9.099477089064134e-05,0.0006331832422659828
CAI,31.4055995941,30.1219005585,15,0.3326701153999204,0.00017322390952208963,0.000538766242065925
CAK,-81.442199707,40.9160995483,6,0.3288749016522423,7.215708261580568e-05,0.0004460230336272362
CAN,113.299003601,23.3924007416,83,0.32720156555772995,0.0004459566263683474,0.0006959490063536563
CAP,-72.1947021484,19.7329998016,24,0.30589096231247714,3.139154086401034e-05,0.00033969724686355246
CAY,-52.3604011536,4.81980991364,1,0.28639945186707777,0.0,0.00022097396173272532
CBG,0.17499999702,52.2050018311,2,0.27913188647746245,1.3191561515330384e-05,0.0003363147655855207
CBR,149.195007324,-35.3069000244,1,0.25922480620155036,0.0,0.0002539824930098755
CCS,-66.9905853271,10.6031169891,56,0.30589096231247714,3.139154086401034e-05,0.00033969724686355246
CDG,2.54999995232,49.0127983093,864,0.3781094527363184,0.0047625804313796176,0.003255650703908133
CFB,-42.0742988586,-22.9216995239,5,0.2926146307315366,0.0,0.00023402749612672297
CFG,-80.4141998291,22.1499996185,7,0.3074659801397573,9.805782500643896e-05,0.0005527916993388977
CGN,7.1427397728,50.8658981323,93,0.3364185110663984,0.0006099930355952739,0.001243631241894605
CGO,113.841003418,34.5196990967,26,0.2942625835973249,5.3592878354278326e-05,0.0003572440214261377
CHA,-85.2037963867,35.0353012085,4,0.3230293663060278,7.335091784236637e-05,0.0004480256955883847
CHO,-78.4529037476,38.1385993958,1,0.29878484631879915,0.0,0.00022675166003872119
CHR,1.73066997528,46.8622016907,6,0.23824451410658307,0.0026132001249892793,0.0008732252167282747
CHS,-80.04049683,32.89860153,25,0.3328025477707006,0.0031583289957067546,0.001623026623823698
CIA,12.5949001312,41.7994003296,7,0.3177499049790954,0.00029200930906595385,0.0007686965095077985
CID,-91.7108001709,41.8847007751,2,0.2882758620689655,4.6529990724123934e-06,0.0003305530571823529
CIW,-61.3423995972,12.6990003586,9,0.3074659801397573,0.00014454754854742902,0.0006390731537432475
CIX,-79.8281021118,-6.78747987747,1,0.2806310842564619,0.0,0.00022514406375952954
CJU,126.492996216,33.5112991333,1,0.26889675136699903,0.0,0.00025743800847112877
CKG,106.641998291,29.7192001343,24,0.31871902401829966,4.304959809048626e-05,0.0003341076322065956
CLE,-81.8498001099,41.4117012024,132,0.3415032679738562,0.0011770379184113393,0.0017746501470390784
CLL,-96.36380005,30.58860016,1,0.31835491241431835,0.0,0.00024070039210160872
CLM,-123.5,48.1202011108,1,0.23790552077404667,0.0,0.00027725940633275067
CLO,-76.3816,3.54322,34,0.2926146307315366,0.0,0.00023402749612672297
CLT,-80.9430999756,35.2140007019,704,0.35604770017035775,0.0059387521778000414,0.004256214503196726
CMB,79.8841018677,7.18075990677,6,0.23838038209295695,0.0,0.00023625973124231952
CMH,-82.8918991089,39.9980010986,80,0.3376413570274637,0.00033696877134141076,0.001046379179212198
CMI,-88.27809906,40.03919983,1,0.31835491241431835,0.0,0.00024070039210160872
CMN,-7.58997011185,33.3675003052,28,0.3249125534395647,0.00019237382008949568,0.000564179520131998
CMW,-77.8475036621,21.42029953,85,0.3065639897323066,4.85812331671495e-05,0.00043900095536388066
CND,28.4883003235,44.3622016907,1,0.21020870002514458,0.0,0.0003246778016164668
CNF,-43.9719429016,-19.6244430542,34,0.3266901133255178,0.0001392202432095988,0.0005404460565198405
CON,-71.50229645,43.20270157,2,0.3190839694656489,3.4865381827679066e-05,0.0003532837910118389
COR,-64.2080001831,-31.323600769,1,0.2800670016750419,0.0,0.00021782407475569882
COS,-104.700996399,38.8058013916,11,0.33359936153232245,0.0009751603134855115,0.0009155822872048044
CPH,12.6560001373,55.6179008484,221,0.3665059184568172,0.0017735001321207823,0.0016626120914289067
CPR,-106.4639969,42.90800095,12,0.3265625,0.0005044634665150096,0.000826606249746941
CPS,-90.1561965942,38.5707015991,3,0.3064516129032258,1.2053909839525924e-05,0.0004260176154216989
CRK,120.559997559,15.1859998703,3,0.3038894947291894,0.0006140183490361785,0.0005095721947464575
CRP,-97.5011978149,27.7703990936,11,0.312406576980568,0.00030603024191030727,0.0010442964517518294
CSL,,,8,0.31750854538549184,0.0003418199875579176,0.0007685668573433424
CSX,113.220001221,28.1891994476,12,0.2974030594094628,0.0,0.00023032182201374165
CTG,-75.513,10.4424,114,0.33668948852194924,0.0007316779632087455,0.001163863301636129
CTS,141.692001343,42.7751998901,19,0.31750854538549184,0.001450169831515118,0.0008737709117166345
CTU,103.946998596,30.5785007477,50,0.3266901133255178,0.0002859506592257947,0.0005737793218962778
CUL,-107.474998474,24.7644996643,16,0.26889675136699903,0.0,0.0002220538073683537
CUN,-86.8770980835,21.0365009308,1768,0.40445089501693277,0.02187142288552884,0.007114860666342901
CUR,-68.959801,12.1889,65,0.3266901133255178,0.00031394491834503904,0.0007470159045823825
CUU,-105.964996338,28.7028999329,86,0.29825187299322153,0.0026891707922683345,0.0013541135931840803
CVG,-84.6678009033,39.0488014221,439,0.37759710930442636,0.013249103743925168,0.004760674637786975
CVJ,-99.2612991333,18.8348007202,1,0.2879779538408543,0.0,0.00021923385193153567
CWA,-89.6668014526,44.7775993347,1,0.2550335570469799,0.0,0.00024366721115497668
CWB,-49.1758003235,-25.5284996033,12,0.2926146307315366,0.0,0.00023402749612672297
CWL,-3.34332990646,51.3967018127,2,0.2895739521995151,4.096962930771074e-06,0.0003167477470179674
CXH,-123.111000061,49.2943992615,35,0.22973344325364112,0.00162935251106892,0.0009247022602583185
CXI,-157.350006104,1.9861600399,14,0.25922480620155036,0.0,0.0002539824930098755
CXY,-79.266998291,25.6000003815,6,0.2811974436596031,0.00016726911294809622,0.0005311555388246754
CYB,-79.8827972412,19.6870002747,6,0.2926146307315366,0.0,0.00023402749612672297
CYS,-104.8119965,41.15570068,1,0.31835491241431835,0.0,0.00024070039210160872
CZM,-86.9255981445,20.5223999023,209,0.3470319634703196,0.0011350313772591424,0.0019064955477262218
DAB,-81.0580978394,29.1798992157,1,0.2807253190060443,0.0,0.00022033534394514008
DAC,90.397783,23.843347,2,0.21856209150326797,0.0,0.0002970166915141624
DAL,-96.8517990112,32.8470993042,35,0.35185185185185186,0.002612219372137791,0.0021476219863556137
DAY,-84.2193984985,39.9024009705,14,0.336283185840708,0.0006121790683189612,0.001074769007003188
DBV,18.2681999207,42.5614013672,1,0.25067466266866567,0.0,0.000256865522722999
DCA,-77.0376968384,38.8521003723,90,0.3309580364212193,0.00021959846607122788,0.0007696487541774514
DEL,77.1031036377,28.5664997101,68,0.3284872298624754,0.0022479204959133634,0.0009010497097246214
DEN,-104.672996521,39.8616981506,786,0.3676341248900616,0.0060441211386154355,0.0037869284373007067
DFW,-97.0380020142,32.8968009949,1266,0.38883720930232557,0.025414985792531992,0.008188376011465463
DGO,-104.527999878,24.1242008209,38,0.30061129090255306,1.740958480836392e-05,0.0003320447688564484
DHB,-123.002777778,48.6166666667,1,0.18702460850111857,0.0,0.00040037512341472165
DHN,-85.4496002197,31.3213005066,1,0.28243243243243243,0.0,0.00021897344381888515
DIJ,5.09000015259,47.268901825,1,0.2585833591091865,0.0,0.00023369022692287046
DLC,121.539001465,38.9656982422,2,0.21856209150326797,0.0,0.0002970166915141624
DLH,-92.1936035156,46.8420982361,7,0.32153846153846155,3.540366740792202e-05,0.0005400569519797353
DME,37.9062995911,55.4087982178,2,0.2942625835973249,7.283613204168017e-06,0.0003176300877107078
DNA,127.767998,26.3556,1,0.26889675136699903,0.0,0.00025743800847112877
DOH,51.608056,25.273056,146,0.3558961260110685,0.0008739914538319337,0.0012377829790393754
DOM,-61.2999992371,15.5469999313,34,0.2573099415204678,0.0,0.0002250778552688827
DON,-89.6884002686,17.6124000549,1,0.2974030594094628,0.0,0.00023032182201374165
DOV,-75.46600342,39.12950134,14,0.27356020942408377,0.004836407588167159,0.0011156759303991624
DRT,-100.927001953,29.3742008209,2,0.24836601307189543,0.0,0.00022536815956340864
DRW,130.876998901,-12.4146995544,2,0.2595467246196833,4.6120829705420795e-05,0.00044277299480075834
DSA,-1.01065635681,53.4805378105,13,0.2950935404165196,0.0009055313361017012,0.0006073302588876393
DSM,-93.6631011963,41.5340003967,4,0.3210445468509985,2.4282714219232373e-05,0.0004370619204189307
DSS,,,35,0.32141484044598234,0.00043692294337378465,0.0007551359322741137
DTO,,,2,0.26339004410838057,9.115970454822222e-06,0.00033691748228380106
DTW,-83.3534011841,42.2123985291,754,0.37896645512239346,0.014343748878065712,0.0059376106262508275
DUB,-6.27007007599,53.4212989807,297,0.3710608078118065,0.007781210606210891,0.003019619003056579
DUS,6.7667798996,51.2895011902,55,0.3308270676691729,0.00032968706478847147,0.0008406089209726041
DXB,55.3643989563,25.2527999878,192,0.35529111772205696,0.001222652981099117,0.0015457265533370896
DYU,68.8249969482,38.5433006287,2,0.2991055456171735,0.0,0.00022326012321555403
EAT,-120.207000732,47.3988990784,1,0.2676056338028169,0.0,0.0002220356174107134
EDI,-3.37249994278,55.9500007629,81,0.34876929495202336,0.0013832320180788696,0.001469299074020926
EE1,,,3,0.29118773946360155,0.0024055101524875578,0.0005948222824232336
EFD,-95.1587982178,29.6072998047,2,0.268120590121873,1.0731773029967898e-06,0.0003202315963008044
EGE,-106.9179993,39.64260101,8,0.3212913143735588,4.64308754983302e-05,0.0004481437831375281
EIS,-64.5429992676,18.4447994232,70,0.2585833591091865,0.00012508571272145926,0.0007621769338697058
EKO,-115.791999817,40.8249015808,1,0.2925122463261022,0.0,0.00023280202534827228
ELH,-76.6835021973,25.474899292,72,0.3514081546868432,0.0012008728690775735,0.0011890423798693347
ELP,-106.3779984,31.80719948,65,0.30803242446573326,0.002968027585516626,0.001660530451640258
EMA,-1.32806003094,52.8311004639,42,0.3032281465360899,0.00023724818591963571,0.0007487978195325592
ERI,-80.1738667488,42.0831270134,6,0.31835491241431835,0.0,0.00024070039210160872
ESB,32.995098114,40.1281013489,1,0.28271897193101114,0.0,0.0002317111955078894
EUG,-123.211997986,44.1245994568,1,0.2925122463261022,0.0,0.00023280202534827228
EVV,-87.5324020386,38.0369987488,3,0.27463863337713534,3.601943132882687e-05,0.00043519370656937924
EWR,-74.1687011719,40.6925010681,2094,0.40425531914893614,0.041362350664723685,0.011960434936429107
EYW,-81.7595977783,24.5561008453,3,0.28435374149659864,8.228271932735466e-06,0.00042048946887293784
EZE,-58.5358,-34.8222,163,0.3353389490573606,0.00027656983502182285,0.0007336838314641691
FAB,-0.776332974434,51.2757987976,56,0.3652249890782001,0.005004217695712445,0.0023951801681910126
FAI,-147.8560028,64.81510162,7,0.30985915492957744,0.00041077659187361377,0.0007319846670715013
FAO,-7.96590995789,37.0144004822,1,0.2800670016750419,0.0,0.00021694832622518202
FAR,-96.8158035278,46.9207000732,29,0.3486238532110092,0.003820489937406355,0.0016484958422624415
FAT,-119.718002319,36.7761993408,76,0.2906815020862309,2.2957625008433782e-05,0.0005249513711591617
FBS,-123.010002136,48.5373001099,8,0.18727598566308243,0.0023972151390997914,0.0013232014893796084
FCA,-114.255996704,48.3105010986,5,0.2868908716540837,0.002428744865053497,0.000643236837452187
FCM,-93.4570999146,44.8272018433,1,0.31835491241431835,0.0,0.00024070039210160872
FCO,12.2508001328,41.8045005798,253,0.3645878761447885,0.0018913663324970676,0.0019519243210109952
FDF,-61.003200531,14.5909996033,55,0.3300434267666798,0.0003832948531139742,0.0008569516823752118
FGI,-171.740005493,-13.8486995697,24,0.19240506329113924,0.0,0.00044216185185721915
FKB,8.08049964905,48.7793998718,2,0.26100530752419604,0.0,0.0002436425622913815
FLG,-111.6709976,35.13850021,1,0.29878484631879915,0.0,0.00022675166003872119
FLL,-80.1527023315,26.072599411,1657,0.38992537313432835,0.0471345561404961,0.01079267449376916
FLR,11.2051000595,43.8100013733,2,0.30723998529952223,2.9230465130377485e-05,0.0003360595982611851
FMO,7.68483018875,52.134601593,1,0.28271897193101114,0.0,0.0002317111955078894
FNT,-83.743598938,42.9654006958,1,0.2541033434650456,0.0,0.00022188726491675448
FOC,119.663002014,25.9351005554,12,0.2991055456171735,0.0,0.00022326012321555403
FOK,-72.6317977905,40.8437004089,12,0.3312202852614897,0.0029931927211371357,0.0012317088276708088
FOR,-38.5326004028,-3.7762799263,13,0.30433199854386606,9.655770886168198e-06,0.00033099049559015716
FPO,-78.695602417,26.5587005615,113,0.3264349863334635,0.0005075029350844066,0.001321332218724513
FPR,-80.36830139,27.49510002,5,0.26339004410838057,8.737465030748715e-06,0.000354579538795257
FRA,8.54313,50.026402,762,0.3868579361406756,0.010002616368029333,0.004266883678975906
FRD,-123.024002075,48.5219993591,1,0.23790552077404667,0.0,0.00027725940633275067
FRG,-73.4133987427,40.7288017273,28,0.3387358184764992,0.0033366404501737382,0.001715303254949751
FSD,-96.741897583,43.5820007324,26,0.30355846042120554,1.9962859873690493e-05,0.000425885627590029
FTW,-97.3623962402,32.8198013306,13,0.27518104015799866,3.622001159909053e-06,0.00041954502313703776
FTY,-84.5214004517,33.7790985107,2,0.24970131421744324,0.0,0.0002488210538756264
FUK,130.451004028,33.585899353,35,0.3038894947291894,0.0007348095741447086,0.0006490102999277571
FVO,,,2,0.23885714285714285,2.9229333070189895e-05,0.00042421474691983443
FVT,,,1,0.2926146307315366,0.0,0.00023402749612672297
FWA,-85.19509888,40.97850037,6,0.27941176470588236,2.223926699274216e-05,0.00043350494371688234
FXE,-80.1707000732,26.1972999573,31,0.3328025477707006,0.00035513120547876005,0.0009773584977858817
GA7,,,1,0.31835491241431835,0.0,0.00024070039210160872
GCC,-105.539001465,44.3488998413,1,0.23629169022046353,0.0,0.00025601657252812763
GCM,-81.3576965332,19.2928009033,380,0.37371479660259277,0.006824045845070388,0.003719047127579609
GDC,-82.3764038086,34.7583007812,2,0.30093592512598993,2.2042103412701867e-05,0.0003375391172214537
GDL,-103.310997009,20.5217990875,1139,0.3798273512039982,0.011803293816032442,0.004558824551762919
GEG,-117.533996582,47.6198997498,2,0.2941590429275158,5.6513320893466603e-05,0.00036934428485369984
GEO,-58.2541007996,6.4985499382,77,0.3345338135254102,0.00038832654503539755,0.0006633993239443334
GGT,-75.8779983521,23.5625991821,74,0.31750854538549184,0.0027527459813394156,0.0010965229463857963
GHB,-76.3310012817,25.2847003937,10,0.2806310842564619,0.0,0.00022514406375952954
GHC,-77.8401031494,25.7383003235,6,0.28081961706415853,1.815311585443051e-05,0.00035349023938170107
GIG,-43.2505569458,-22.8099994659,115,0.35987946620749034,0.0013557972808750192,0.001361044632632446
GJT,-108.527000427,39.1223983765,4,0.30488694383661563,3.0098275782123482e-05,0.00044230677417217597
GLA,-4.43306016922,55.8718986511,36,0.3153526970954357,0.0001766251933820552,0.0007249596867847208
GMP,126.791000366,37.5583000183,3,0.31182394628869825,6.61464966175159e-05,0.00034255870449893095
GND,-61.7862014771,12.0041999817,72,0.34192229038854804,0.0008508534677072629,0.0009778215898303833
GOA,8.83749961853,44.4132995605,2,0.3120567375886525,3.336947933078908e-05,0.00033552714483674824
GOJ,43.7840003967,56.2300987244,1,0.25922480620155036,0.0,0.0002272199059160848
GON,-72.0450973511,41.3301010132,4,0.30071942446043165,0.00012926079573041154,0.0005983494830053774
GOT,12.279800415,57.6627998352,5,0.31393165602703715,0.0001790333061494385,0.0005602542340550599
GRB,-88.1296005249,44.4850997925,8,0.3247863247863248,6.611914881722774e-05,0.0005459947256936528
GRK,-97.8289031982,31.067199707,2,0.31859756097560976,9.893344155441118e-05,0.00038842684910513287
GRR,-85.52279663,42.88079834,13,0.3344,0.004980719157062123,0.0012204618431007346
GRS,11.0719003677,42.7597007751,1,0.25067466266866567,0.0,0.000256865522722999
GRU,-46.4730567932,-23.4355564117,266,0.36174816096927737,0.0015248233741627498,0.0017312658856333768
GSO,-79.9373016357,36.0978012085,8,0.33174603174603173,0.000156237553943828,0.0007400364392883019
GSP,-82.2189025879,34.8956985474,47,0.3091715976331361,0.0014192696261045182,0.0023379604867844704
GTF,-111.3710022,47.48199844,13,0.30050323508267435,6.886880030160212e-05,0.0005486375678113638
GUA,-90.5274963379,14.5832996368,408,0.3645878761447885,0.005720644310683531,0.002759181573422641
GUM,144.796005249,13.4834003448,481,0.27959866220735785,0.030627989438705674,0.005323593636171035
GVA,6.10895013809,46.2380981445,64,0.3464566929133858,0.0015215255972344708,0.0016986565479626403
GWT,8.34047031403,54.9132003784,1,0.28271897193101114,0.0,0.0002317111955078894
GYD,50.0466995239,40.4674987793,37,0.3134608173978253,3.0635441826448475e-05,0.0004198882009479399
GYE,-79.8835983276,-2.15741991997,93,0.33832456495346014,0.0006913340885294374,0.000964096825158411
HAM,9.98822975159,53.6304016113,10,0.31511496419148133,6.91038283950662e-05,0.00043969744957721916
